Parent Itemnumber,Child Itemnumber,Item description,Itemnumber,Conversion,Conversion Required,,Points of Attention,Amazon,Used in Amazon,TEMP SubsetLookup,TEMP SubsetLookup NEW,Review Comment Dennis,VI Progress Status,VI Progress Status Comment,Spec Item,Parent Spec Item,Markcode,PDB item,Loeka --> ESOT lib,Conversion,OK to start,Started,Reference PartGroup Revision ,dotM: 026208 range,New Model ,Reviewed,Reviewed,Ready,Released,Fixed colour,Documentation,nldge,Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1],Total number of Objects,Unidentified Objects [0/1],Conversion Required = No [0/1],Conversion Required = Yes [0/1],Conversion Required =? [0/1],In Analysis,OK to start Conversion = Yes [0/1],In Progress [0/1],Ready for Release [0/1],Released [0/1]
017050-048 child 02,017050-054,AFE side guard H=100mm,017050-054,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,A01,026208-015,SLD01101556,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 03,012632-001,Conveyor Channel,012632-001,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,017050-048,,Yes,Captured in ticket ITTISLIBS-3845,VI,Yes,Yes,A02,026207-052,SLD01084343,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 04,017050-055,End cap guardrail H=100mm,017050-055,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,A01,026208-016,SLD01101544,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 05,013064-137,Support ControlBox Scanner,013064-137,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # EM Components & Supports,Yes,,TSG,Yes,Yes,D01,026205-373,SLD01097138,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 06,017050-040,Footbase anchor offset plate,017050-040,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,B01,026208-017,SLD01101530,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 07,017050-035,Weldment skid frame,017050-035,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,B01,026208-018,SLD01101440,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 08,017050-036,Weldment skid frame upright support,017050-036,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,B01,026208-019,SLD01104520,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 09,017050-012,Angled support bracket LH,017050-012,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,B01,026208-040,SLD01101857,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 10,017050-032,Skid frame fork lift loop,017050-032,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,B01,026208-042,SLD01101859,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 11,017050-013,Angled support bracket RH,017050-013,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,B01,026208-041,SLD01101858,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 12,008969-107,Endplate,008969-107,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,E01,026205-758,SLD01098113,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 13,013064-987,Frame plate left,013064-987,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,,TSG,Yes,Yes,B01,026205-084,SLD01096279,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 14,013064-990,Wldm. Crossmember,013064-990,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,,TSG,Yes,Yes,D01,026205-083,SLD01096273,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 15,013064-986,Frame plate right,013064-986,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,,TSG,Yes,Yes,B01,026205-085,SLD01096283,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 16,012632-235,Wldm. Tracking plate right,012632-235,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,,TSG,Yes,Yes,A02,026205-078,SLD01090248,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 17,012632-179,ETU frame right,012632-179,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,,TSG,Yes,Yes,A01,026205-077,SLD01090246,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 18,012632-178,ETU frame left,012632-178,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,,TSG,Yes,Yes,A01,026205-081,SLD01090261,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 19,012632-182,Wldm. Roller mounting plate,012632-182,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,,TSG,Yes,Yes,D01,026205-080,SLD01090256,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 20,012632-236,Wldm. Tracking plate left,012632-236,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,,TSG,Yes,Yes,A02,026205-079,SLD01090251,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 21,012632-177,End cover,012632-177,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,TSG,Yes,Yes,B01,026205-673,SLD01097433,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 22,017050-027,Windowed side guard H=100mm,017050-027,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,B01,026208-084,SLD01102849,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 23,001285-017,Mounting support fixed stop,001285-017,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,.M # Accessories,Yes,,TSG,Yes,Yes,A01,026205-003,SLD01086520,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 24,010226-011,Assy lamp support .M,010226-011,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,017050-048,.M # EM Components & Supports,Yes,Captured in ticket ITTISLIBS-4251,TSG,Yes,Yes,A01,026205-147,SLD01101721,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 25,017050-047,Assy AFE workstation decline discharge LRD/BOR,017050-047,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,TSG,Yes,Yes,B03,026208-125,SLD01105407,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 26,013064-998,Assy Cover,013064-998,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,017050-048,,Yes,Captured in ticket ITTISLIBS-4251,TSG,Yes,Yes,A02,026205-496,SLD01097322,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 27,017050-053,Decline angle cut channel RH,017050-053,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,A01,026208-147,SLD01103805,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 28,017050-052,Decline angle cut channel LH,017050-052,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,VI,Yes,Yes,A01,026208-154,SLD01104083,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 29,009249-436,Assy 24V end drive,009249-436,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,Captured in ticket ITTISLIBS-3845,TSG,Yes,Yes,D01,026205-082,SLD01096270,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 30,009249-434,Assy tilt ETU,009249-434,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,017050-048,.M # BOR 24V,Yes,Captured in ticket ITTISLIBS-3845,TSG,Yes,Yes,B01,026205-076,SLD01090241,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 31,017050-039,Assy AFE workstation base,017050-039,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,TSG,Yes,Yes,B01,026208-128,SLD01105486,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 32,017050-041,Assy footbase anchor offset plate,017050-041,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,TSG,Yes,Yes,B01,026208-129,SLD01105498,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 33,017050-044,Assy AFE workstation flat induct BOR,017050-044,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,TSG,Yes,Yes,B03,026208-131,SLD01105552,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 34,001285-016,Assy fixed side stop,001285-016,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,017050-048,.M # Accessories,Yes,Captured in ticket ITTISLIBS-3845,TSG,Yes,Yes,C01,026205-002,SLD01086519,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 35,017050-046,Assy AFE workstation flat discharge LRD,017050-046,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,TSG,Yes,Yes,A03,026208-133,SLD01105575,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 36,008969-106,Assy Endplate,008969-106,dotM,Yes,,,Yes,Yes,No,No,,6. Converted,,No,017050-048,,,Captured in ticket ITTISLIBS-4251,TSG,Yes,Yes,A05,026205-452,SLD01098658,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 37,017050-045,Assy AFE workstation flat 90 deg LRD,017050-045,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,TSG,Yes,Yes,A02,026208-132,SLD01105583,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-048 child 38,017050-043,Assy AFE workstation decline induct LRD,017050-043,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017050-048,,,,TSG,Yes,Yes,B03,026208-130,SLD01105598,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017050-056,,Assy Robin MEP Conveyor Barrier Guarding,017050-056,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,Yes,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017075-002,,Drive train short belt (SEW 60Hz),017075-002,dotM,Yes,,,No,,No,No,,6. Converted,nldge 7/9/21: RFC-211143 replacement of timing belt sticker,Yes,-,.M # BF - ShortBelt,Yes,Captured in ticket ITTISLIBS-4251,VI,Yes,Yes,E01,026208-143,SLD01103654,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
017075-002 child 01,009570-320,Weldment motor plate,009570-320,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017075-002,.M # BF - ShortBelt,Yes,,VI,Yes,Yes,A01,026205-787,SLD01098391,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-001,,Assy sideguarding 300-600 left,017121-001,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-002,,Assy sideguarding 300-600 right,017121-002,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-008,,Side guard (turn point channel-channel),017121-008,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-015,,Assy underguarding long,017121-015,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,Captured in ticket ITTISLIBS-4171,VI,Yes,Yes,A01,026205-524,SLD01099354,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-015 child 01,017121-014,Bracket with M8 holes,017121-014,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-015,,,,VI,Yes,Yes,A01,026205-838,SLD01099270,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-015 child 02,017121-018,Underguarding holder small,017121-018,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-015,,,,VI,Yes,Yes,A01,026205-844,SLD01099303,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-015 child 03,017121-017,Underguarding holder high small,017121-017,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-015,,,,VI,Yes,Yes,A01,026205-842,SLD01099297,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-019,,Assy underguarding small,017121-019,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,Captured in ticket ITTISLIBS-4171,VI,Yes,Yes,A01,026205-525,SLD01099363,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-019 child 01,017121-013,Underguarding holder high,017121-013,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-019,,,,VI,Yes,Yes,A01,026205-840,SLD01099285,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-019 child 02,017121-012,Underguarding holder,017121-012,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-019,,,,VI,Yes,Yes,A01,026205-839,SLD01099280,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-019 child 03,017121-014,Bracket with M8 holes,017121-014,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-019,,,,VI,Yes,Yes,A01,026205-838,SLD01099270,N/A,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-021,,Assy axle cover,017121-021,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-027,,MDP01,017121-027,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-028,,MDP02,017121-028,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-030,,Assy net support double,017121-030,,No,Needs Attention -->,"Loeka: Doesn't need conversion (not used in Amazon (anymore)
Not in any product tree, owner Frank van der Zandt",No,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
017121-034,,Assy Slideplate and Sideguarding (Intralox - BF),017121-034,dotM,Yes,,,Yes,,No,No,,6. Converted,,Yes,-,,,Captured in ticket ITTISLIBS-4171,VI,Yes,Yes,A03,026205-526,SLD01098839,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-034 child 01,017121-037,Sideguarding left,017121-037,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-034,,,,VI,Yes,Yes,B01,026205-812,SLD01098767,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-034 child 02,017121-035,Sideguarding right,017121-035,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-034,,,,VI,Yes,Yes,B01,026205-813,SLD01098771,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-034 child 03,017121-036,Sideguarding left,017121-036,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-034,,,,VI,Yes,Yes,B01,026205-814,SLD01098778,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-034 child 04,017121-045,Cover right,017121-045,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-034,,,,VI,Yes,Yes,B01,026205-815,SLD01098791,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-034 child 05,017121-040,Cover,017121-040,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-034,,,,VI,Yes,Yes,B01,026205-816,SLD01098796,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-034 child 06,017121-039,Cover slideplate,017121-039,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-034,,,,VI,Yes,Yes,B01,026205-817,SLD01098802,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-034 child 07,017121-038,Sideguarding right,017121-038,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-034,,,,VI,Yes,Yes,B01,026205-819,SLD01098822,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-034 child 08,017121-044,Cover left,017121-044,dotM,Yes,,,Yes,No,No,No,,6. Converted,,No,017121-034,,,,VI,Yes,Yes,B01,026205-820,SLD01098831,Yes,Yes,Yes,Yes,Yes,In Progress,,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
017121-046,,LCC_SPO3 SEW dual drive cabinet,017121-046,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-049,,TS1600-140 BC cover plate,017121-049,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-050,,TS1600-140 BC cover end plate,017121-050,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-054,,Assy Slideplate Right,017121-054,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-057,,Assy Slideplate left,017121-057,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-058,,Assy fingerprotection LRD pitch 60 St.St.,017121-058,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-066,,Assy sideguarding,017121-066,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-068,,Weldment Slideplate st.st.,017121-068,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-071,,Weldment snowplow left st.st.,017121-071,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-076,,Weldment sloped sideguarding left,017121-076,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-078,,Assy sideguarding end cap left,017121-078,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-080,,Assy sideguarding end cap right,017121-080,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-087,,"Assy change over BF-BF WF=150 mm, Overlap 200mm",017121-087,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-090,,Change over,017121-090,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-097,,Assy sideguarding transition,017121-097,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-501,,Safety PLC Cabinet,017121-501,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-502,,CCC Power Distribution,017121-502,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-503,,CCC Power Distribution SPO,017121-503,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-504,,CCC Power Distribution AR Sort,017121-504,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-505,,PAMC AMAZON (LCC),017121-505,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-506,,CCC Power Distribution For Fluid + Tipper Inbound/Outbound Area,017121-506,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-507,,Illuminated Push Button Box (NO) White & SSW,017121-507,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-508,,Remote I/O Safety for ÿ32 x illuminated E-stop & Restart,017121-508,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-509,,Junction box for Valve bank,017121-509,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-510,,PAMC AMAZON (LCC),017121-510,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
017121-511,,Switch Cabinet 8 Ports + 5 x 230V AC Distribution for Safety,017121-511,N/A,No,No Fixed Coloured Items,,Yes,,No,No,,,,,,,,,,,,,,,,,,,N/A,N/A,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
